geometry,density
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.013485,0 7.633222,45.013485,0 7.633222,45.01798,0 7.626863999999999,45.01798,0 7.626863999999999,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",322
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.013485,0 7.63958,45.013485,0 7.63958,45.01798,0 7.633222,45.01798,0 7.633222,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",207
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.013485,0 7.645937999999999,45.013485,0 7.645937999999999,45.01798,0 7.63958,45.01798,0 7.63958,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.013485,0 7.652296,45.013485,0 7.652296,45.01798,0 7.645937999999999,45.01798,0 7.645937999999999,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",383
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.013485,0 7.658653999999999,45.013485,0 7.658653999999999,45.01798,0 7.652296,45.01798,0 7.652296,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",477
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.013485,0 7.665012,45.013485,0 7.665012,45.01798,0 7.658653999999999,45.01798,0 7.658653999999999,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",429
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.013485,0 7.67137,45.013485,0 7.67137,45.01798,0 7.665012,45.01798,0 7.665012,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",133
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.013485,0 7.677727999999999,45.013485,0 7.677727999999999,45.01798,0 7.67137,45.01798,0 7.67137,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.013485,0 7.684086,45.013485,0 7.684086,45.01798,0 7.677727999999999,45.01798,0 7.677727999999999,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.013485,0 7.690443999999999,45.013485,0 7.690443999999999,45.01798,0 7.684086,45.01798,0 7.684086,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.013485,0 7.696802,45.013485,0 7.696802,45.01798,0 7.690443999999999,45.01798,0 7.690443999999999,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.696802,45.013485,0 7.70316,45.013485,0 7.70316,45.01798,0 7.696802,45.01798,0 7.696802,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.70316,45.013485,0 7.709517999999999,45.013485,0 7.709517999999999,45.01798,0 7.70316,45.01798,0 7.70316,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.709517999999999,45.013485,0 7.715876,45.013485,0 7.715876,45.01798,0 7.709517999999999,45.01798,0 7.709517999999999,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.715876,45.013485,0 7.722233999999999,45.013485,0 7.722233999999999,45.01798,0 7.715876,45.01798,0 7.715876,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.722233999999999,45.013485,0 7.728592,45.013485,0 7.728592,45.01798,0 7.722233999999999,45.01798,0 7.722233999999999,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.728592,45.013485,0 7.7349499999999995,45.013485,0 7.7349499999999995,45.01798,0 7.728592,45.01798,0 7.728592,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7349499999999995,45.013485,0 7.741308,45.013485,0 7.741308,45.01798,0 7.7349499999999995,45.01798,0 7.7349499999999995,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.741308,45.013485,0 7.747666,45.013485,0 7.747666,45.01798,0 7.741308,45.01798,0 7.741308,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.747666,45.013485,0 7.754023999999999,45.013485,0 7.754023999999999,45.01798,0 7.747666,45.01798,0 7.747666,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.754023999999999,45.013485,0 7.760382,45.013485,0 7.760382,45.01798,0 7.754023999999999,45.01798,0 7.754023999999999,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.760382,45.013485,0 7.7667399999999995,45.013485,0 7.7667399999999995,45.01798,0 7.760382,45.01798,0 7.760382,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.013485,0 7.773097999999999,45.013485,0 7.773097999999999,45.01798,0 7.7667399999999995,45.01798,0 7.7667399999999995,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.013485,0 7.779456,45.013485,0 7.779456,45.01798,0 7.773097999999999,45.01798,0 7.773097999999999,45.013485,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.01798,0 7.582357999999999,45.01798,0 7.582357999999999,45.022475,0 7.576,45.022475,0 7.576,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.01798,0 7.588716,45.01798,0 7.588716,45.022475,0 7.582357999999999,45.022475,0 7.582357999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.588716,45.01798,0 7.595073999999999,45.01798,0 7.595073999999999,45.022475,0 7.588716,45.022475,0 7.588716,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.595073999999999,45.01798,0 7.601432,45.01798,0 7.601432,45.022475,0 7.595073999999999,45.022475,0 7.595073999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.601432,45.01798,0 7.60779,45.01798,0 7.60779,45.022475,0 7.601432,45.022475,0 7.601432,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.01798,0 7.614147999999999,45.01798,0 7.614147999999999,45.022475,0 7.60779,45.022475,0 7.60779,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",205
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.01798,0 7.620506,45.01798,0 7.620506,45.022475,0 7.614147999999999,45.022475,0 7.614147999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",135
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.01798,0 7.626863999999999,45.01798,0 7.626863999999999,45.022475,0 7.620506,45.022475,0 7.620506,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",219
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.01798,0 7.633222,45.01798,0 7.633222,45.022475,0 7.626863999999999,45.022475,0 7.626863999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",209
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.01798,0 7.63958,45.01798,0 7.63958,45.022475,0 7.633222,45.022475,0 7.633222,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",346
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.01798,0 7.645937999999999,45.01798,0 7.645937999999999,45.022475,0 7.63958,45.022475,0 7.63958,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",360
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.01798,0 7.652296,45.01798,0 7.652296,45.022475,0 7.645937999999999,45.022475,0 7.645937999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",520
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.01798,0 7.658653999999999,45.01798,0 7.658653999999999,45.022475,0 7.652296,45.022475,0 7.652296,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",417
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.01798,0 7.665012,45.01798,0 7.665012,45.022475,0 7.658653999999999,45.022475,0 7.658653999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",554
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.01798,0 7.67137,45.01798,0 7.67137,45.022475,0 7.665012,45.022475,0 7.665012,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",346
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.01798,0 7.677727999999999,45.01798,0 7.677727999999999,45.022475,0 7.67137,45.022475,0 7.67137,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.01798,0 7.684086,45.01798,0 7.684086,45.022475,0 7.677727999999999,45.022475,0 7.677727999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.01798,0 7.690443999999999,45.01798,0 7.690443999999999,45.022475,0 7.684086,45.022475,0 7.684086,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.01798,0 7.696802,45.01798,0 7.696802,45.022475,0 7.690443999999999,45.022475,0 7.690443999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.696802,45.01798,0 7.70316,45.01798,0 7.70316,45.022475,0 7.696802,45.022475,0 7.696802,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.70316,45.01798,0 7.709517999999999,45.01798,0 7.709517999999999,45.022475,0 7.70316,45.022475,0 7.70316,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.709517999999999,45.01798,0 7.715876,45.01798,0 7.715876,45.022475,0 7.709517999999999,45.022475,0 7.709517999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.715876,45.01798,0 7.722233999999999,45.01798,0 7.722233999999999,45.022475,0 7.715876,45.022475,0 7.715876,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.722233999999999,45.01798,0 7.728592,45.01798,0 7.728592,45.022475,0 7.722233999999999,45.022475,0 7.722233999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.728592,45.01798,0 7.7349499999999995,45.01798,0 7.7349499999999995,45.022475,0 7.728592,45.022475,0 7.728592,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7349499999999995,45.01798,0 7.741308,45.01798,0 7.741308,45.022475,0 7.7349499999999995,45.022475,0 7.7349499999999995,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.741308,45.01798,0 7.747666,45.01798,0 7.747666,45.022475,0 7.741308,45.022475,0 7.741308,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.747666,45.01798,0 7.754023999999999,45.01798,0 7.754023999999999,45.022475,0 7.747666,45.022475,0 7.747666,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.754023999999999,45.01798,0 7.760382,45.01798,0 7.760382,45.022475,0 7.754023999999999,45.022475,0 7.754023999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.760382,45.01798,0 7.7667399999999995,45.01798,0 7.7667399999999995,45.022475,0 7.760382,45.022475,0 7.760382,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.01798,0 7.773097999999999,45.01798,0 7.773097999999999,45.022475,0 7.7667399999999995,45.022475,0 7.7667399999999995,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.01798,0 7.779456,45.01798,0 7.779456,45.022475,0 7.773097999999999,45.022475,0 7.773097999999999,45.01798,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.022475,0 7.582357999999999,45.022475,0 7.582357999999999,45.02697,0 7.576,45.02697,0 7.576,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.022475,0 7.588716,45.022475,0 7.588716,45.02697,0 7.582357999999999,45.02697,0 7.582357999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.588716,45.022475,0 7.595073999999999,45.022475,0 7.595073999999999,45.02697,0 7.588716,45.02697,0 7.588716,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.595073999999999,45.022475,0 7.601432,45.022475,0 7.601432,45.02697,0 7.595073999999999,45.02697,0 7.595073999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.601432,45.022475,0 7.60779,45.022475,0 7.60779,45.02697,0 7.601432,45.02697,0 7.601432,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.60779,45.022475,0 7.614147999999999,45.022475,0 7.614147999999999,45.02697,0 7.60779,45.02697,0 7.60779,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.614147999999999,45.022475,0 7.620506,45.022475,0 7.620506,45.02697,0 7.614147999999999,45.02697,0 7.614147999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.620506,45.022475,0 7.626863999999999,45.022475,0 7.626863999999999,45.02697,0 7.620506,45.02697,0 7.620506,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",1
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.626863999999999,45.022475,0 7.633222,45.022475,0 7.633222,45.02697,0 7.626863999999999,45.02697,0 7.626863999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.633222,45.022475,0 7.63958,45.022475,0 7.63958,45.02697,0 7.633222,45.02697,0 7.633222,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",366
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.63958,45.022475,0 7.645937999999999,45.022475,0 7.645937999999999,45.02697,0 7.63958,45.02697,0 7.63958,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",806
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.645937999999999,45.022475,0 7.652296,45.022475,0 7.652296,45.02697,0 7.645937999999999,45.02697,0 7.645937999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",318
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.652296,45.022475,0 7.658653999999999,45.022475,0 7.658653999999999,45.02697,0 7.652296,45.02697,0 7.652296,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",629
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.658653999999999,45.022475,0 7.665012,45.022475,0 7.665012,45.02697,0 7.658653999999999,45.02697,0 7.658653999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",209
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.665012,45.022475,0 7.67137,45.022475,0 7.67137,45.02697,0 7.665012,45.02697,0 7.665012,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",375
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.67137,45.022475,0 7.677727999999999,45.022475,0 7.677727999999999,45.02697,0 7.67137,45.02697,0 7.67137,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.677727999999999,45.022475,0 7.684086,45.022475,0 7.684086,45.02697,0 7.677727999999999,45.02697,0 7.677727999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.684086,45.022475,0 7.690443999999999,45.022475,0 7.690443999999999,45.02697,0 7.684086,45.02697,0 7.684086,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.690443999999999,45.022475,0 7.696802,45.022475,0 7.696802,45.02697,0 7.690443999999999,45.02697,0 7.690443999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.696802,45.022475,0 7.70316,45.022475,0 7.70316,45.02697,0 7.696802,45.02697,0 7.696802,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.70316,45.022475,0 7.709517999999999,45.022475,0 7.709517999999999,45.02697,0 7.70316,45.02697,0 7.70316,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.709517999999999,45.022475,0 7.715876,45.022475,0 7.715876,45.02697,0 7.709517999999999,45.02697,0 7.709517999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.715876,45.022475,0 7.722233999999999,45.022475,0 7.722233999999999,45.02697,0 7.715876,45.02697,0 7.715876,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.722233999999999,45.022475,0 7.728592,45.022475,0 7.728592,45.02697,0 7.722233999999999,45.02697,0 7.722233999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.728592,45.022475,0 7.7349499999999995,45.022475,0 7.7349499999999995,45.02697,0 7.728592,45.02697,0 7.728592,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7349499999999995,45.022475,0 7.741308,45.022475,0 7.741308,45.02697,0 7.7349499999999995,45.02697,0 7.7349499999999995,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.741308,45.022475,0 7.747666,45.022475,0 7.747666,45.02697,0 7.741308,45.02697,0 7.741308,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.747666,45.022475,0 7.754023999999999,45.022475,0 7.754023999999999,45.02697,0 7.747666,45.02697,0 7.747666,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.754023999999999,45.022475,0 7.760382,45.022475,0 7.760382,45.02697,0 7.754023999999999,45.02697,0 7.754023999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.760382,45.022475,0 7.7667399999999995,45.022475,0 7.7667399999999995,45.02697,0 7.760382,45.02697,0 7.760382,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.7667399999999995,45.022475,0 7.773097999999999,45.022475,0 7.773097999999999,45.02697,0 7.7667399999999995,45.02697,0 7.7667399999999995,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.773097999999999,45.022475,0 7.779456,45.022475,0 7.779456,45.02697,0 7.773097999999999,45.02697,0 7.773097999999999,45.022475,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.576,45.02697,0 7.582357999999999,45.02697,0 7.582357999999999,45.031465,0 7.576,45.031465,0 7.576,45.02697,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
"<Polygon><outerBoundaryIs><LinearRing><coordinates>
7.582357999999999,45.02697,0 7.588716,45.02697,0 7.588716,45.031465,0 7.582357999999999,45.031465,0 7.582357999999999,45.02697,0 
</coordinates></LinearRing></outerBoundaryIs></Polygon>",0
